Elapsed time = 0.220632 for 2 ranks, 8 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.162212 for 2 ranks, 16 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.171129 for 2 ranks, 32 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.430456 for 4 ranks, 1 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.270811 for 4 ranks, 2 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.184711 for 4 ranks, 4 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.105703 for 4 ranks, 8 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.089395 for 4 ranks, 16 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 7.248645 for 4 ranks, 32 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.253308 for 8 ranks, 1 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.120843 for 8 ranks, 2 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.071430 for 8 ranks, 4 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.044066 for 8 ranks, 8 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 5.001005 for 8 ranks, 16 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.219611 for 8 ranks, 32 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.135845 for 16 ranks, 1 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.063408 for 16 ranks, 2 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.037045 for 16 ranks, 4 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.333506 for 16 ranks, 8 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.084934 for 16 ranks, 16 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.163161 for 16 ranks, 32 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.057286 for 32 ranks, 1 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.032703 for 32 ranks, 2 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.080899 for 32 ranks, 4 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.058581 for 32 ranks, 8 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.066774 for 32 ranks, 16 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 0.132036 for 32 ranks, 32 threads, for generating 500 patterns with a pattern size of 100 
Elapsed time = 3.342723 for 1 ranks, 1 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 2.167571 for 1 ranks, 2 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 1.262636 for 1 ranks, 4 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.892551 for 1 ranks, 8 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.746383 for 1 ranks, 16 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.733812 for 1 ranks, 32 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 1.678847 for 2 ranks, 1 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 1.035188 for 2 ranks, 2 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.637774 for 2 ranks, 4 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.451693 for 2 ranks, 8 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.351300 for 2 ranks, 16 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.387117 for 2 ranks, 32 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.839468 for 4 ranks, 1 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.535778 for 4 ranks, 2 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.294289 for 4 ranks, 4 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.214807 for 4 ranks, 8 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.176153 for 4 ranks, 16 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 1.662282 for 4 ranks, 32 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.413099 for 8 ranks, 1 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.240437 for 8 ranks, 2 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.135501 for 8 ranks, 4 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.081581 for 8 ranks, 8 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.213805 for 8 ranks, 16 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.456289 for 8 ranks, 32 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.223690 for 16 ranks, 1 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.138195 for 16 ranks, 2 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.068924 for 16 ranks, 4 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 2.370926 for 16 ranks, 8 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.242625 for 16 ranks, 16 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.324325 for 16 ranks, 32 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.111989 for 32 ranks, 1 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.084777 for 32 ranks, 2 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 2.116295 for 32 ranks, 4 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.080342 for 32 ranks, 8 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.128861 for 32 ranks, 16 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.280098 for 32 ranks, 32 threads, for generating 1000 patterns with a pattern size of 100 
Elapsed time = 0.758089 for 1 ranks, 1 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.419142 for 1 ranks, 2 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.223292 for 1 ranks, 4 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.107928 for 1 ranks, 8 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.067849 for 1 ranks, 16 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.048308 for 1 ranks, 32 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.449796 for 2 ranks, 1 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.207908 for 2 ranks, 2 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.109200 for 2 ranks, 4 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.059685 for 2 ranks, 8 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.038346 for 2 ranks, 16 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.038571 for 2 ranks, 32 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.231367 for 4 ranks, 1 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.116737 for 4 ranks, 2 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.062190 for 4 ranks, 4 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.031597 for 4 ranks, 8 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.060860 for 4 ranks, 16 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.248261 for 4 ranks, 32 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.152414 for 8 ranks, 1 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.083312 for 8 ranks, 2 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.042124 for 8 ranks, 4 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.033197 for 8 ranks, 8 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.136320 for 8 ranks, 16 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.030155 for 8 ranks, 32 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.079613 for 16 ranks, 1 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.044039 for 16 ranks, 2 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.022874 for 16 ranks, 4 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.084748 for 16 ranks, 8 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.051447 for 16 ranks, 16 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.029226 for 16 ranks, 32 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.077785 for 32 ranks, 1 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.043871 for 32 ranks, 2 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.047204 for 32 ranks, 4 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.052205 for 32 ranks, 8 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.028619 for 32 ranks, 16 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 0.043853 for 32 ranks, 32 threads, for generating 10 patterns with a pattern size of 500 
Elapsed time = 3.755576 for 1 ranks, 1 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 2.046881 for 1 ranks, 2 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 1.012367 for 1 ranks, 4 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.561657 for 1 ranks, 8 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.343612 for 1 ranks, 16 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.262430 for 1 ranks, 32 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 1.968635 for 2 ranks, 1 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.996721 for 2 ranks, 2 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.517034 for 2 ranks, 4 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.278246 for 2 ranks, 8 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.162174 for 2 ranks, 16 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.141612 for 2 ranks, 32 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 1.041689 for 4 ranks, 1 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.516086 for 4 ranks, 2 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.267532 for 4 ranks, 4 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.137624 for 4 ranks, 8 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.098492 for 4 ranks, 16 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 1.010045 for 4 ranks, 32 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.532614 for 8 ranks, 1 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.278682 for 8 ranks, 2 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.149586 for 8 ranks, 4 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.096983 for 8 ranks, 8 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.482495 for 8 ranks, 16 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.092285 for 8 ranks, 32 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.309001 for 16 ranks, 1 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.155871 for 16 ranks, 2 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.092618 for 16 ranks, 4 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.238562 for 16 ranks, 8 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.103535 for 16 ranks, 16 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.095833 for 16 ranks, 32 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.165257 for 32 ranks, 1 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.098829 for 32 ranks, 2 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.166210 for 32 ranks, 4 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.074390 for 32 ranks, 8 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.078008 for 32 ranks, 16 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 0.146341 for 32 ranks, 32 threads, for generating 50 patterns with a pattern size of 500 
Elapsed time = 7.681904 for 1 ranks, 1 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 4.006471 for 1 ranks, 2 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 2.097797 for 1 ranks, 4 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 1.164693 for 1 ranks, 8 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.653878 for 1 ranks, 16 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.475487 for 1 ranks, 32 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 3.932516 for 2 ranks, 1 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 1.984517 for 2 ranks, 2 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 1.049587 for 2 ranks, 4 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.570819 for 2 ranks, 8 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.331403 for 2 ranks, 16 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.245419 for 2 ranks, 32 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 1.986728 for 4 ranks, 1 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 1.051235 for 4 ranks, 2 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.531359 for 4 ranks, 4 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.283447 for 4 ranks, 8 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.171942 for 4 ranks, 16 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 1.286332 for 4 ranks, 32 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 1.046215 for 8 ranks, 1 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.515930 for 8 ranks, 2 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.270704 for 8 ranks, 4 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.161729 for 8 ranks, 8 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.261988 for 8 ranks, 16 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.165862 for 8 ranks, 32 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.545550 for 16 ranks, 1 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.291863 for 16 ranks, 2 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.184938 for 16 ranks, 4 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.491243 for 16 ranks, 8 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.147213 for 16 ranks, 16 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.228290 for 16 ranks, 32 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.325346 for 32 ranks, 1 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.163548 for 32 ranks, 2 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.200442 for 32 ranks, 4 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.124846 for 32 ranks, 8 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.117025 for 32 ranks, 16 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 0.158336 for 32 ranks, 32 threads, for generating 100 patterns with a pattern size of 500 
Elapsed time = 37.265382 for 1 ranks, 1 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 20.606460 for 1 ranks, 2 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 10.712486 for 1 ranks, 4 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 5.838453 for 1 ranks, 8 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 3.710791 for 1 ranks, 16 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 3.702721 for 1 ranks, 32 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 19.293746 for 2 ranks, 1 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 10.266719 for 2 ranks, 2 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 5.420615 for 2 ranks, 4 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 2.834179 for 2 ranks, 8 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.670092 for 2 ranks, 16 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.494213 for 2 ranks, 32 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 9.780520 for 4 ranks, 1 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 5.176817 for 4 ranks, 2 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 2.633649 for 4 ranks, 4 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.409593 for 4 ranks, 8 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.811292 for 4 ranks, 16 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.895554 for 4 ranks, 32 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 4.866603 for 8 ranks, 1 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 2.528235 for 8 ranks, 2 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.307000 for 8 ranks, 4 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.717907 for 8 ranks, 8 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.444538 for 8 ranks, 16 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.862250 for 8 ranks, 32 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 2.518401 for 16 ranks, 1 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.290078 for 16 ranks, 2 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.697067 for 16 ranks, 4 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.780231 for 16 ranks, 8 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.798995 for 16 ranks, 16 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.175342 for 16 ranks, 32 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.280825 for 32 ranks, 1 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.755238 for 32 ranks, 2 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 1.306529 for 32 ranks, 4 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.532243 for 32 ranks, 8 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.705037 for 32 ranks, 16 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 0.909864 for 32 ranks, 32 threads, for generating 500 patterns with a pattern size of 500 
Elapsed time = 74.790145 for 1 ranks, 1 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 40.890778 for 1 ranks, 2 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 20.059971 for 1 ranks, 4 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 11.214384 for 1 ranks, 8 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 6.288129 for 1 ranks, 16 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 5.036712 for 1 ranks, 32 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 39.550092 for 2 ranks, 1 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 21.098535 for 2 ranks, 2 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 10.518638 for 2 ranks, 4 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 5.572305 for 2 ranks, 8 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 3.306972 for 2 ranks, 16 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 3.827334 for 2 ranks, 32 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 19.778218 for 4 ranks, 1 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 10.250889 for 4 ranks, 2 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 5.262738 for 4 ranks, 4 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.668642 for 4 ranks, 8 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.888303 for 4 ranks, 16 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 20.913446 for 4 ranks, 32 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 9.927893 for 8 ranks, 1 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 4.954084 for 8 ranks, 2 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.816379 for 8 ranks, 4 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.531639 for 8 ranks, 8 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 10.227785 for 8 ranks, 16 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.032729 for 8 ranks, 32 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 4.939589 for 16 ranks, 1 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.475307 for 16 ranks, 2 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.450479 for 16 ranks, 4 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 5.130890 for 16 ranks, 8 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.391071 for 16 ranks, 16 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.113303 for 16 ranks, 32 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.589171 for 32 ranks, 1 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.358387 for 32 ranks, 2 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.656841 for 32 ranks, 4 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.075021 for 32 ranks, 8 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.352889 for 32 ranks, 16 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 1.850542 for 32 ranks, 32 threads, for generating 1000 patterns with a pattern size of 500 
Elapsed time = 2.954345 for 1 ranks, 1 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 1.526603 for 1 ranks, 2 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.776389 for 1 ranks, 4 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.416261 for 1 ranks, 8 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.249417 for 1 ranks, 16 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.131086 for 1 ranks, 32 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 1.533546 for 2 ranks, 1 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.771384 for 2 ranks, 2 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.401881 for 2 ranks, 4 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.210205 for 2 ranks, 8 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.111729 for 2 ranks, 16 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.434026 for 2 ranks, 32 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.910496 for 4 ranks, 1 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.471253 for 4 ranks, 2 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.252099 for 4 ranks, 4 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.124329 for 4 ranks, 8 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.129580 for 4 ranks, 16 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.315666 for 4 ranks, 32 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.606442 for 8 ranks, 1 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.328210 for 8 ranks, 2 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.155824 for 8 ranks, 4 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.087684 for 8 ranks, 8 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.184968 for 8 ranks, 16 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.078511 for 8 ranks, 32 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.305469 for 16 ranks, 1 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.162574 for 16 ranks, 2 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.091391 for 16 ranks, 4 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.153008 for 16 ranks, 8 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.090043 for 16 ranks, 16 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.094915 for 16 ranks, 32 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.315383 for 32 ranks, 1 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.160897 for 32 ranks, 2 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.189014 for 32 ranks, 4 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.111416 for 32 ranks, 8 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.119932 for 32 ranks, 16 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 0.124971 for 32 ranks, 32 threads, for generating 10 patterns with a pattern size of 1000 
Elapsed time = 14.788362 for 1 ranks, 1 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 7.598922 for 1 ranks, 2 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 3.963432 for 1 ranks, 4 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 2.005748 for 1 ranks, 8 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 1.113617 for 1 ranks, 16 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 0.649189 for 1 ranks, 32 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 7.705724 for 2 ranks, 1 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 3.845939 for 2 ranks, 2 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 1.943454 for 2 ranks, 4 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 1.036321 for 2 ranks, 8 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 0.541596 for 2 ranks, 16 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 0.685789 for 2 ranks, 32 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 3.912463 for 4 ranks, 1 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 2.057483 for 4 ranks, 2 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 1.022140 for 4 ranks, 4 threads, for generating 50 patterns with a pattern size of 1000 
Elapsed time = 0.532580 for 4 ranks, 8 threads, for generating 50 patterns with a pattern size of 1000 
